,title,titleUrl,time,channelName,category
5385, A Melhor Receita do Risoto de Queijo - Chef Taico,https://www.youtube.com/watch?v=emy3JLkh3Ec,2020-02-28 16:07:54.733000-03:00,ChefTaico,Education
5386, O QUE COMEMOS HOJE | COM O QUE TINHA NA GELADEIRA #07 |  TNM Vegg,https://www.youtube.com/watch?v=zMdu4q5_Kcs,2020-02-28 14:34:20.290000-03:00,TÁ NA MESA VEGG,People & Blogs
5387, COMO SE PREPARAR? E CONTROLAR O IMPREVISÍVEL? | Diário de Gravidez - 7 mês | por Isa Ribeiro,https://www.youtube.com/watch?v=lJSUzNzpul8,2020-02-28 14:02:01.271000-03:00,Isa Ribeiro,People & Blogs
5388, arrumando as malas para 2 semanas na ásia ✈️,https://www.youtube.com/watch?v=TPbKRN1C-64,2020-02-28 08:14:14.340000-03:00,Vanessa Lino,People & Blogs
5389, Receita de Risoto de Gorgonzola com Crispy de Alho Poró - Coisas que eu comi e gostaria de fazer #05,https://www.youtube.com/watch?v=2gVblIezU6Q,2020-02-27 20:55:16.803000-03:00,Coisas que Comi,Entertainment
5390, REMOVENDO O DENTE & DICAS DE COMIDAS VEGANAS | Lorrine Vlog,https://www.youtube.com/watch?v=ryp9nq5CRvM,2020-02-27 20:20:18.967000-03:00,Lorrine Vlog,Entertainment
5391, ORGANIZANDO MEU BANHEIRO DA CASA NOVA,https://www.youtube.com/watch?v=iGaq664TrdY,2020-02-27 20:16:58.424000-03:00,Beatriz Durães,People & Blogs
5392, Misturinha mágica para limpar o BOX do banheiro !!,https://www.youtube.com/watch?v=F6jbzT2BPbE,2020-02-27 10:23:58.870000-03:00,Laureane Silva,People & Blogs
5393, Whole House Clean With Me - DEEP CLEAN MOTIVATION & Extreme Cleaning Routine,https://www.youtube.com/watch?v=9f3bKwLd35s,2020-02-27 08:24:35.395000-03:00,Rachelleea,Howto & Style
5394," VIDA DE YOUTUBER #NAREAL: gravações, publis, edições, capa de vídeo e mais!",https://www.youtube.com/watch?v=8_NX-buCOGE,2020-02-26 22:02:24.780000-03:00,Dóris Baumer,People & Blogs
5395, A História do EXPERIMENTO SIMPSONS - NUNCA OLHE PARA ELES !!,https://www.youtube.com/watch?v=W9wvQinNZ2M,2020-02-26 21:42:54.115000-03:00,Você Sabia?,Entertainment
5397, APTO TODO ABERTO E INTEGRADO - LINDO DE GRITAR - MARAÍ VALENTE,https://www.youtube.com/watch?v=EUX-zfBvjl4,2020-02-26 21:37:00.091000-03:00,Life by Lufe,People & Blogs
5398, APARTAMENTO LINDO - DECORAR COM IDEIAS DIFERENTES - VOCÊ NÃO VAI ACREDITAR NO BANHEIRO DELA!,https://www.youtube.com/watch?v=ZdizcCPtvK8,2020-02-26 21:36:09.605000-03:00,Life by Lufe,People & Blogs
5399, CHECKLISTS DE LIMPEZA E ORGANIZAÇÃO PARA FACILITAR A VIDA! | Organize sem Frescuras!,https://www.youtube.com/watch?v=1jtL-MyM3vM,2020-02-26 20:51:50.410000-03:00,Organize sem Frescuras!,People & Blogs
5400, 😉 COMO FAZER TABELA DE LIMPEZA E ORGANIZAÇÃO MENSAL DA CASA (bullet journal) | Organiza Dafne,https://www.youtube.com/watch?v=xZRxYkQTl60,2020-02-26 20:42:51.395000-03:00,Organiza Dafne,Howto & Style
5401, Most Asked Questions by Teenage Girls in the 1960's,https://www.youtube.com/watch?v=JKEXD8aDBv8,2020-02-26 20:41:06.035000-03:00,glamourdaze,Howto & Style
5402, Misturinha mágica para limpar o BOX do banheiro !!,https://www.youtube.com/watch?v=F6jbzT2BPbE,2020-02-26 20:35:43.019000-03:00,Laureane Silva,People & Blogs
5403, ME PERGUNTARAM PORQUE MEU BANHEIRO ERA TÃO PERFUMADO OLHA O SEGREDO,https://www.youtube.com/watch?v=XtlAef6eT3s,2020-02-26 20:31:49.599000-03:00,Receitas Dicas e Muito Mais,People & Blogs
5404, ME PERGUNTARAM PORQUE MEU BANHEIRO É TÃO PERFUMADO OLHA O SEGREDO,https://www.youtube.com/watch?v=X18M5spXWc4,2020-02-26 20:27:38.769000-03:00,Receitas Dicas e Muito Mais,People & Blogs
5405," WEEKLY VLOG | HEALTHY GROCERY HAUL, SHOPPING & MORE",https://www.youtube.com/watch?v=DsyNaTPoFns,2020-02-26 20:24:06.474000-03:00,Chelsea Trevor,People & Blogs
5406," ""Esse é um negócio muito nichado!"" | Shark Tank Brasil",https://www.youtube.com/watch?v=nQxw6pCSnrs,2020-02-26 20:22:34.544000-03:00,Shark Tank Brasil,People & Blogs
5407, INSANE ABS & CARDIO CIRCUIT | Bonus!!!! my favorite protein smoothie!!!!,https://www.youtube.com/watch?v=HGrqNENL32g,2020-02-26 19:57:01.201000-03:00,Kylie Ross,People & Blogs
5408, MINHA ROTINA DE CUIDADOS COM A PELE *skin care*,https://www.youtube.com/watch?v=jnQgDgX5DA0,2020-02-26 19:46:00.153000-03:00,Dóris Baumer,People & Blogs
5409," ROTINA DO DIA: trabalho home office, cuidando da casa e banho no Antônio!",https://www.youtube.com/watch?v=w8z1MRJwKx8,2020-02-26 09:49:59.459000-03:00,Dóris Baumer,People & Blogs
5410, 10 COMERCIAIS QUE SERIAM PROIBID0S HOJE #2,https://www.youtube.com/watch?v=KRsQy05Qw0w,2020-02-26 00:47:19.991000-03:00,Canal 90,Entertainment
5411, CHATÔMETRO: Máscara Negra Facial Avon | Lu Ferreira | Chata de Galocha,https://www.youtube.com/watch?v=0ScZ09wV2j0,2020-02-25 23:31:48.124000-03:00,Lu Ferreira,Howto & Style
5412, MEUS CUIDADOS COM A PELE | ROTINA DA MANHÃ,https://www.youtube.com/watch?v=mRejNkt2EX4,2020-02-25 23:25:25.763000-03:00,Beatriz Durães,People & Blogs
5413, RECUPERAÇÃO DA RINOPLASTIA- Primeira Semana Pós Cirúrgica,https://www.youtube.com/watch?v=ap4GPklrKbQ,2020-02-25 23:24:49.219000-03:00,Beatriz Durães,People & Blogs
5414, SUPER LISTA DE PRODUTOS BARATINHOS PARA CUIDAR DA PELE  - Karen Bachini,https://www.youtube.com/watch?v=IsPFf432a5E,2020-02-25 23:22:09.643000-03:00,Karen Bachini,People & Blogs
5415, MINHA ROTINA DE PELE ATUALIZADA - PELE SECA,https://www.youtube.com/watch?v=PTTOQWR7Dq8,2020-02-25 23:20:32.738000-03:00,Gabi Vasconcellos,Entertainment
5416, TESTEI os produtos de SKIN CARE da RUBY ROSE!,https://www.youtube.com/watch?v=UgkfTEj97CI,2020-02-25 23:16:28.817000-03:00,NiinaSecrets,Howto & Style
5417, SKINCARE PARA POBRE... cuidando da pele com pouco!,https://www.youtube.com/watch?v=xvWYF0dnbMU,2020-02-25 23:14:51.277000-03:00,Adam,People & Blogs
5418," MINI APARTAMENTO COM DECORAÇÃO MAXIMALISTA, CHEIA DE ESTAMPAS E COM DICAS PARA ESPAÇOS PEQUENOS",https://www.youtube.com/watch?v=Wt_wa4D5icI,2020-02-25 22:42:11.086000-03:00,Life by Lufe,People & Blogs
5419, APTO TODO ABERTO E INTEGRADO - LINDO DE GRITAR - MARAÍ VALENTE,https://www.youtube.com/watch?v=EUX-zfBvjl4,2020-02-25 22:41:18.849000-03:00,Life by Lufe,People & Blogs
5420, TOUR PELO MEU APARTAMENTO PEQUENO 60M2 - LOFT INDUSTRIAL E DECORAÇÃO GARIMPADA,https://www.youtube.com/watch?v=mmZLvJYEAMo,2020-02-25 22:41:09.475000-03:00,Life by Lufe,People & Blogs
5421, O maior vlog desse canal: Home office + churrasquinho da praça l Gabi Ferreira,https://www.youtube.com/watch?v=xdXeS-2GCzI,2020-02-25 22:14:37.589000-03:00,Gabi Ferreira,People & Blogs
5422," GASTEI R$2.500,00 NA SEPHORA - Testando os Produtos",https://www.youtube.com/watch?v=aXuj5HuwUHo,2020-02-25 22:14:17.853000-03:00,Beatriz Durães,People & Blogs
5423, a week in my life at university 📚(University of Edinburgh),https://www.youtube.com/watch?v=cfxJ7AYDvyU,2020-02-25 21:27:07.506000-03:00,nayna florence,People & Blogs
5424, ÚLTIMO DIÁRIO DA OBRA,https://www.youtube.com/watch?v=PetX8e6iP58,2020-02-25 21:22:23.793000-03:00,Beatriz Durães,People & Blogs
5425, COMO ME PREPARO PARA O SEMESTRE! ♡ Roberta Frossard,https://www.youtube.com/watch?v=rQSsR35ss0M,2020-02-25 21:20:12.435000-03:00,Roberta Frossard, Film & Animation
5426, COMPRINHAS - MINHA PRIMEIRA BLACK FRIDAY NOS EUA 🇺🇸,https://www.youtube.com/watch?v=mSMnfbEb080,2020-02-25 20:50:04.770000-03:00,Beatriz Durães,People & Blogs
5427, A Productive Work Day With Me in NYC,https://www.youtube.com/watch?v=mjAYvk00Ep4,2020-02-25 19:09:08.392000-03:00,Elena Taber,People & Blogs
5428, How to Fold T-Shirts,https://www.youtube.com/watch?v=vRtwq_XZEZM,2020-02-25 19:01:11.100000-03:00,Home Organizing by Alejandra.tv,Howto & Style
5429, 6AM MORNING ROUTINE (relaxing & healthy habits),https://www.youtube.com/watch?v=dh_1YC7nccg,2020-02-25 18:27:04.894000-03:00,Olivia Vargus,People & Blogs
5430, College Morning Routine Fall 2019 | Harvard University,https://www.youtube.com/watch?v=F3PI_X34KiU,2020-02-25 18:22:14.965000-03:00,Sienna Santer,Howto & Style
5431, DECOR INUSITADA COM DICAS INCRÍVEIS E BARATAS - VANESSA ROZAN - APTO FEMININO COM GARIMPOS VINTAGE,https://www.youtube.com/watch?v=fTr0ithZ_wE,2020-02-25 15:46:41.933000-03:00,Life by Lufe,People & Blogs
5432, VLOG - DOIS DIAS EM CANCUN,https://www.youtube.com/watch?v=I_jwOt3G8Wo,2020-02-25 15:45:05.557000-03:00,Beatriz Durães,People & Blogs
5433, ARRUME-SE CONOSCO |  Festa De Halloween em Nova Orleans 👻 🎃,https://www.youtube.com/watch?v=BYmPD_c5Lmo,2020-02-25 15:35:56.978000-03:00,Beatriz Durães,People & Blogs
5434, Extreme Konmari Closet Declutter 2019 | What Worked & What Didn't!,https://www.youtube.com/watch?v=zJQIOlMDcMw,2020-02-25 15:34:16.050000-03:00,The Style Insider,Howto & Style
5435, CLOSET ECONÔMICO E MODERNO - LARISSA REIS ARQUITETURA,https://www.youtube.com/watch?v=rFovQ-r75is,2020-02-25 13:07:55.892000-03:00,Larissa Reis Arquitetura,People & Blogs
5436, studio apartment makeover + updated apartment tour,https://www.youtube.com/watch?v=yTiCn4u_Ho0,2020-02-25 13:04:03.836000-03:00,Audrie Storme, Film & Animation
5437, O QUE ACONTECEU COM A DÍVIDA DE 70 MIL? #TEVIRALINDA 1 ano depois,https://www.youtube.com/watch?v=T7L1wmLma6Q,2020-02-25 12:40:37.502000-03:00,Me poupe!,People & Blogs
5438, HUGE Wardrobe Declutter & Closet Organization!,https://www.youtube.com/watch?v=yXRNFAjXuS0,2020-02-25 12:20:36.331000-03:00,Rachelleea,Howto & Style
5439, 10 Clever Closet Organization Ideas That Will CHANGE YOUR LIFE!,https://www.youtube.com/watch?v=3RYmn4ECOYc,2020-02-25 12:13:38.745000-03:00,Shea Whitney,Howto & Style
5440," marmita, treino, arrumando mala e viagem sozinha para londres | vlog da semana ✨| Vanessa Lino",https://www.youtube.com/watch?v=8dI_8J1y0D0,2020-02-25 12:05:32.106000-03:00,Vanessa Lino,People & Blogs
5441, PELE SECA vs NORMAL por Vanessa Rozan #MaquiaeFala - T4ep07,https://www.youtube.com/watch?v=eiGTCxWOR68,2020-02-25 09:19:31.168000-03:00,Vult,People & Blogs
5442, POMADA PARA SOBRANCELHAS RUBY ROSE| Lançamento,https://www.youtube.com/watch?v=ZxsKW5HtBCI,2020-02-25 09:16:53.900000-03:00,Dani Moreira,Entertainment
5443, USEI por 30 DIAS os PRODUTOS de PELE da RUBY ROSE e OLHA O QUE ACONTECEU! Linha Argila Rosa,https://www.youtube.com/watch?v=lagfbzr7Yiw,2020-02-25 09:15:02.406000-03:00,Julia C Forti,People & Blogs
5444, VLOG - MEU ANIVERSÁRIO DE 22 ANOS,https://www.youtube.com/watch?v=sgNSnUv3hKY,2020-02-24 23:40:27.453000-03:00,Beatriz Durães,People & Blogs
5445, ARRUME-SE COMIGO | JANTAR ROMÂNTICO,https://www.youtube.com/watch?v=xjf3vKRtQ54,2020-02-24 23:17:07.905000-03:00,Beatriz Durães,People & Blogs
5446, MAQUIA E FALA - QUANTO CUSTOU MINHA RINOPLASTIA?,https://www.youtube.com/watch?v=yW964Ojw50g,2020-02-24 23:16:12.897000-03:00,Beatriz Durães,People & Blogs
5447, RESPONDENDO PERGUNTAS DO INSTAGRAM | Parte 2,https://www.youtube.com/watch?v=7nt2E3Urq78,2020-02-24 23:12:10.599000-03:00,Beatriz Durães,People & Blogs
5448, ARRUME-SE COMIGO - Jantar de Valentine’s Day,https://www.youtube.com/watch?v=bFqlYQ8dZTk,2020-02-24 23:02:13.712000-03:00,Beatriz Durães,People & Blogs
5449," MAKE SEM BASE, É POSSÍVEL? com Vanessa Rozan #MaquiaeFala - T6ep01",https://www.youtube.com/watch?v=BGrON2doWXo,2020-02-24 22:51:18.123000-03:00,Vult,People & Blogs
5450, 50 COISAS QUE TODO MUNDO TINHA EM CASA (ANOS 80 e 90)!,https://www.youtube.com/watch?v=ewqk5BOT3uY,2020-02-23 14:04:20.071000-03:00,Canal 90,Entertainment
5451, GRANDES ABSURDOS DAS FESTAS NOS ANOS 90!,https://www.youtube.com/watch?v=goGuCeGYyYw,2020-02-23 13:59:39.015000-03:00,Canal 90,Entertainment
5452, 10 COMIDAS FAMOSAS QUE DESAPARECERAM!,https://www.youtube.com/watch?v=8zGSX8aoiS4,2020-02-23 13:52:16.880000-03:00,Canal 90,Entertainment
5453, 10 BRINQUEDOS QUE VC SEMPRE QUIS MAS NÃO GANHOU,https://www.youtube.com/watch?v=dpMSxw3V4oA,2020-02-22 11:21:20.520000-03:00,Canal 90,Entertainment
5454, 10 BRINQUEDOS QUE ENGANARAM VOCÊ #2,https://www.youtube.com/watch?v=Wc8YlGJ_oIU,2020-02-22 11:09:14.188000-03:00,Canal 90,Entertainment
5455, 7 BRINQUEDOS QUE FORAM PROIBIDOS! #2,https://www.youtube.com/watch?v=Ywbo_ITPSx0,2020-02-22 10:51:55.142000-03:00,Canal 90,Entertainment
5456, Meu chuveiro nao para de pingar,https://www.youtube.com/watch?v=zMivXRAWEqg,2020-02-21 23:49:46.019000-03:00,conhecimento nunca é demais,People & Blogs
5457, PIZZA DE LIQUIDIFICADOR SUPER FÁCIL I RENDE DUAS PIZZAS GRANDES,https://www.youtube.com/watch?v=kXFhBQi5PlI,2020-02-21 19:51:57.989000-03:00,Receitas de Pai,Entertainment
5458, O maior vlog desse canal: Home office + churrasquinho da praça l Gabi Ferreira,https://www.youtube.com/watch?v=xdXeS-2GCzI,2020-02-21 13:15:59.328000-03:00,Gabi Ferreira,People & Blogs
5459, Comparativo: B57 vs D13 vs Q9 vs P68 vs A6 - Qual melhor custo benefício? Qual melhor smartwatch?,https://www.youtube.com/watch?v=fbvWnKPuqDc,2020-02-21 09:44:20.289000-03:00,Léo Moreira - Reviews,People & Blogs
5460, Hero Band III B57 Configurações + Teste a prova d água #Parte2,https://www.youtube.com/watch?v=2xXEA5X-2fg,2020-02-21 09:44:04.809000-03:00,Voler fácil,People & Blogs
5461, SMARTWATCH B57. BOM E BARATO!? Análise e Unboxing.,https://www.youtube.com/watch?v=pqMGrtu-Qus,2020-02-21 09:43:19.029000-03:00,Geração Smart,Science & Technology
5462, WORKOUT WEDNESDAY | Full body AT HOME workout!!!!!,https://www.youtube.com/watch?v=99rJijcnWh8,2020-02-20 17:33:30.052000-03:00,Kylie Ross,People & Blogs
5463, Smartwatch B57 Unboxing Review Portugues - Vale a pena? É bom? - Smartwatch B57 Hero Band III,https://www.youtube.com/watch?v=M9mwYD17xd0,2020-02-20 17:31:52.153000-03:00,Léo Moreira - Reviews,People & Blogs
5464, SMARTWATCH B57. BOM E BARATO!? Análise e Unboxing.,https://www.youtube.com/watch?v=pqMGrtu-Qus,2020-02-20 13:32:47.559000-03:00,Geração Smart,Science & Technology
5465," MAKE SEM BASE, É POSSÍVEL? com Vanessa Rozan #MaquiaeFala - T6ep01",https://www.youtube.com/watch?v=BGrON2doWXo,2020-02-20 08:44:31.055000-03:00,Vult,People & Blogs
5466, Lana e Noah shippam a língua Portuguesa | Netflix Brasil,https://www.youtube.com/watch?v=IH-4s2eLH_c,2020-02-20 08:40:33.353000-03:00,Netflix Brasil,Entertainment
5467," MARMITAS PRA SEMANA COM R$50,00!",https://www.youtube.com/watch?v=9y3EMgR2KX4,2020-02-19 20:31:47.184000-03:00,Canal Ana Bochi,People & Blogs
5468, REFORMAS DA TV QUE DERAM ERRADO! #3,https://www.youtube.com/watch?v=QSWMeb3CQB4,2020-02-19 15:36:30.211000-03:00,Canal 90,Entertainment
5469, VENCEDORES DO BBB QUE PERDERAM TUDO!,https://www.youtube.com/watch?v=9mc9LzeFeTU,2020-02-19 15:25:55.341000-03:00,Canal 90,Entertainment
5470, Dear 2019: The Year I Gained Weight,https://www.youtube.com/watch?v=MFLgR64eg2Q,2020-02-19 15:14:02.436000-03:00,Stephanie Buttermore,Entertainment
5471," All In Update: I Had To Get Surgery, Losing Weight?, Physique Update",https://www.youtube.com/watch?v=eouFi46IpN0,2020-02-19 15:13:16.523000-03:00,Stephanie Buttermore,Entertainment
5472, A VERDADE POR TRÁS DA DANÇA DOS FAMOSOS!,https://www.youtube.com/watch?v=aGgg421kiXI,2020-02-19 15:06:14.732000-03:00,Mariana Ferrão,People & Blogs
5473, A Day in the Life of Mykayla Skinner,https://www.youtube.com/watch?v=3fz2JmALF_c,2020-02-16 20:13:14.419000-03:00,MyKayla Skinner,Sports
5474, AULA COMPLETA - BARRIGA LISINHA | Hiit ABS Camila Sachs,https://www.youtube.com/watch?v=2mahpqEXIVk,2020-02-16 19:03:26.723000-03:00,Camila Sachs,Entertainment
5475, 15 anos sem fazer faxina em casa | Obcecados por Limpeza | Discovery H&H Brasil,https://www.youtube.com/watch?v=FINWyGgopCQ,2020-02-16 15:59:46.027000-03:00,Discovery Home & Health Brasil,Entertainment
5476, DEPILAÇÃO DEFINITIVA CASEIRA COM AÇAFRÃO RESULTADO,https://www.youtube.com/watch?v=vQxxV348lU4,2020-02-16 15:55:04.875000-03:00,Tati Braga,People & Blogs
5477, EMOTIONAL MOVING BACK HOME VLOG & THE BIGGEST SURPRISE EVER! (3 MONTHS LATER) | HOLLY GOES SOLO #037,https://www.youtube.com/watch?v=dFOuL1rXaLc,2020-02-16 15:41:57.308000-03:00,Holly Gabrielle,People & Blogs
5478, Day in my Life as a Biology Master's Student | Baylor University,https://www.youtube.com/watch?v=bHqtLj2Stl0,2020-02-16 09:02:53.517000-03:00,Kylie Ross,People & Blogs
5479, guia prático para mudar hábitos e rotinas: como começar a mudar? ✨,https://www.youtube.com/watch?v=BbwLYabMmms,2020-02-15 22:02:07.010000-03:00,Vanessa Lino,People & Blogs
5480, Condições (Parte 1) - Curso JavaScript #11,https://www.youtube.com/watch?v=cOdG4eACN2A,2020-02-15 20:48:46.704000-03:00,Curso em Vídeo,Education
5481, RECEBIDOS DO MÊS OU DO BABY? • Karol Pinheiro,https://www.youtube.com/watch?v=K6qVoK6AhMM,2020-02-15 19:31:24.501000-03:00,Karol Pinheiro,People & Blogs
5482, OCUPANDO A CASA NOVA - ACABOU VIRANDO OUTRO TOUR #vlog102 | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=bqFbLtzvFf8,2020-02-15 16:00:55.024000-03:00,Isa Ribeiro,People & Blogs
5483, Hair Love | Oscar®-Winning Short Film (Full) | Sony Pictures Animation,https://www.youtube.com/watch?v=kNw8V_Fkw28,2020-02-14 22:53:44.325000-03:00,Sony Pictures Animation, Film & Animation
5484, Participante tem aplique removido e cai no choro | Esquadrão da Moda (18/05/19),https://www.youtube.com/watch?v=ocStJzOCvc4,2020-01-17 21:52:33.743000-03:00,Esquadrão da Moda,Entertainment
5485," PRÊMIO KP 2019: ÁGUA COM GÁS ETERNA, IPAD, LIVRO, SÉRIE... • Karol Pinheiro",https://www.youtube.com/watch?v=nButgDaRLd4,2020-01-17 21:26:47.408000-03:00,Karol Pinheiro,People & Blogs
5486, Unboxing : IP 11 pro max da  China,https://www.youtube.com/watch?v=IEmu_Ac2S38,2020-01-17 21:18:57.966000-03:00,Nice Demeter,People & Blogs
5487, Elimine 20Kg de Fezes - DESCONFINADOS,https://www.youtube.com/watch?v=wsYx_InG0mk,2020-01-17 21:17:52.138000-03:00,Canal Desconfinados,Comedy
5488, How To Throw A Forehand Far | Brodie Smith,https://www.youtube.com/watch?v=NM3tVxL4Q70,2019-12-28 17:51:48.636000-03:00,Brodie Smith,Sports
5489, COMO FAZER BATATA GRATINADA | Cozinha Básica,https://www.youtube.com/watch?v=vXmoSs-qJik,2019-12-28 17:51:08.077000-03:00,Mohamad Hindi,Entertainment
5490, TORTA DOCE DE CENOURA COM CHOCOLATE | Especial de Páscoa | Mohamad Hindi,https://www.youtube.com/watch?v=9PcDx0y3g3o,2019-12-28 17:38:23.273000-03:00,Mohamad Hindi,Entertainment
5491," PAVÊ DE NUTELLA, CREME E CHOCOLATE | Receitas de Natal | Mohamad Hindi e Leo Santos",https://www.youtube.com/watch?v=AfowPUHBQyU,2019-12-28 17:24:01.598000-03:00,Mohamad Hindi,Entertainment
5492, Cats vs Fake Death | Kittisaurus,https://www.youtube.com/watch?v=Y2DPutRiAJI,2019-12-28 17:12:50.233000-03:00,Kittisaurus,Pets & Animals
5493, ANTES E DEPOIS: transformação impressionante na casa de acumulador! | ACUMULADORES COMPULSIVOS | A&E,https://www.youtube.com/watch?v=0tosaFXz5bc,2019-12-28 16:43:16.461000-03:00,Canal A&E Brasil,Entertainment
5494, 2019 EUC - Poland vs Belarus - Mixed Day 1,https://www.youtube.com/watch?v=beT30ohM1J0,2019-07-02 09:53:00.562000-03:00,EUF - European Ultimate Federation,Sports
5495, 2019 EUC - Italy v Belgium - Womens - Day 4,https://www.youtube.com/watch?v=Lq5sliVBIRk,2019-07-02 09:51:40.503000-03:00,EUF - European Ultimate Federation,Sports
5496, 2019 EUC - Czech Republic vs Israel  - Men's - Day 4,https://www.youtube.com/watch?v=OD1aS_hNZqA,2019-07-02 09:24:11.804000-03:00,EUF - European Ultimate Federation,Sports
5497, 2019 EUC - Ireland vs Denmark - Men's - Day 4,https://www.youtube.com/watch?v=E_ZpVOiD5Oo,2019-07-02 08:01:08.367000-03:00,EUF - European Ultimate Federation,Sports
5498, 2019 EUC - Latvia v Slovakia - Men's Day 1,https://www.youtube.com/watch?v=cTNW_afP77g,2019-07-02 08:00:57.521000-03:00,EUF - European Ultimate Federation,Sports
5499, University of Oregon vs. University of Pittsburgh--2019 College Championships,https://www.youtube.com/watch?v=1zcIODRaObc,2019-05-27 15:09:58.960000-03:00,USA Ultimate,Sports
5500, Pregame Banter between #LiveUltimate Ambassadors--Jimmy Mickle and Trent Dillon,https://www.youtube.com/watch?v=_GRd89r-xmM,2019-05-27 15:05:00.706000-03:00,USA Ultimate,Sports
5501, Northeastern University vs. Ohio State University--2019 College Championships,https://www.youtube.com/watch?v=cveydwL0qis,2019-05-27 15:04:50.149000-03:00,USA Ultimate,Sports
5502, University of Texas vs. Dartmouth College--2019 College Championships,https://www.youtube.com/watch?v=913SLamssL4,2019-05-27 14:12:28.756000-03:00,USA Ultimate,Sports
5503, 42.195KM É O TAMANHO DO MEU SONHO | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=b0xrjkGyGYE,2019-01-22 20:32:43.121000-02:00,Isa Ribeiro,People & Blogs
5504, COMO ACORDAR CEDO TODOS OS DIAS,https://www.youtube.com/watch?v=hLVQDUQzavw,2019-01-22 20:29:35.935000-02:00,Vanessa Lino,People & Blogs
5505, O que me ajudou a correr melhor | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=qipYFdu0FM8,2019-01-21 10:24:23.797000-02:00,Isa Ribeiro,People & Blogs
5506," ORGANIZAÇÃO PRÉ PROVA: MÚSICA, MEIA, ROUPA E TUDO MAIS | por Isa Ribeiro - Na nossa vida",https://www.youtube.com/watch?v=hT9UOID5zw8,2019-01-21 10:07:18.870000-02:00,Isa Ribeiro,People & Blogs
5507, SEGUIMOS CORRENDO JUNTOS NA RUA E NA VIDA #vlog55 | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=IfOwmOVuWAY,2019-01-21 10:02:39.681000-02:00,Isa Ribeiro,People & Blogs
5508, TREINOS LONGOS + SUPLEMENTO + DISCIPLINA #DiáriodaMaratona | por Isa Ribeiro | Na Nossa Vida,https://www.youtube.com/watch?v=Beo9HHjszmg,2019-01-21 10:00:37.060000-02:00,Isa Ribeiro,People & Blogs
5509, AGORA É MINHA VEZ! SERÁ QUE CONSIGO? | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=FGHwxCouo4g,2019-01-21 09:59:06.896000-02:00,Isa Ribeiro,People & Blogs
5510, #MeiaMaratonaVLOG #5: Pós Corrida e Força de Vontade | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=9uI1jVKqVtw,2019-01-21 09:53:47.146000-02:00,Isa Ribeiro,People & Blogs
5511, COMO COMEÇAR O ANO RENOVADO - 5 dicas | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=5rAzW25EjP0,2019-01-21 09:36:38.151000-02:00,Isa Ribeiro,People & Blogs
5512, O QUE APRENDI EM 2018 #vlog79 | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=1ZhZkao-1dY,2019-01-21 09:25:55.431000-02:00,Isa Ribeiro,People & Blogs
5513, CHOP SUEY  - TONGO (ESTRENO MUNDIAL 2017)PARODIA,https://www.youtube.com/watch?v=PeS_lZySMf8,2019-01-20 23:06:40.545000-02:00,Tongo Oficial,People & Blogs
5514, LENDAS URBANAS QUE SE TORNARAM REAIS !!,https://www.youtube.com/watch?v=XxO6llCu2TM,2019-01-19 15:52:30.126000-02:00,Você Sabia?,Entertainment
5515," Ex-Vegan (15 Years): Veganism Is Not Sustainable - It's a ""Cleanse,"" Not Nourishing",https://www.youtube.com/watch?v=AI3ys_fc-AY,2019-01-18 07:46:35.922000-02:00,sv3rige,Education
5516, WHY I STOPPED BEING VEGAN | and the diet I now follow |,https://www.youtube.com/watch?v=Nhy2A7g2xJc,2019-01-18 07:23:29.959000-02:00,Leigh McSwan,People & Blogs
5517, A MARI SALVOU A GENTE + O DIA MAIS EMOCIONANTE DA VIAGEM - Episódio 25,https://www.youtube.com/watch?v=8K8-MCiVbUY,2019-01-18 06:21:23.917000-02:00,Fabi Santina,People & Blogs
5518, Testando produtos chineses para corredores,https://www.youtube.com/watch?v=1z5R8rOGoZk,2019-01-16 23:55:50.189000-02:00,Canal Corredores,Sports
5519, MATERIAL ESCOLAR FACULDADE 2019.1 // PUBLICIDADE E PROPAGANDA,https://www.youtube.com/watch?v=dcS3ZLwtGEw,2019-01-16 23:50:16.252000-02:00,Gabriela Charbe,People & Blogs
5520, MINHA PRIMEIRA MARATONA,https://www.youtube.com/watch?v=qZbYBq2r580,2019-01-16 18:02:43.971000-02:00,Vamo Junto,Entertainment
5521, O VÍDEO MAIS IMPORTANTE DO BORA JOJOCA,https://www.youtube.com/watch?v=zr3b5ZWToCE,2019-01-16 17:49:23.517000-02:00,Vamo Junto,Entertainment
5522, CORRIDA NO AR DA DICAS PARA PRIMEIRA MEIA MARATONA,https://www.youtube.com/watch?v=vbMBk46GA5s,2019-01-16 17:49:10.894000-02:00,Vamo Junto,Entertainment
